age_difference;same_gender;setting;frequency;initiator;help;other_age;other_gender;role;hierarchy;rel_quality;geo_distance;years_known;depth_acquaintance;contact_freq;shared_interests;formality_level;Sociality
1;0;casual;occasional;you;receiving;25;Female;other;Lower;-2;v-close;>10 years;5;2;5;1;5
6;1;casual;occasional;other;giving;30;Male;supervisor;Higher;0;close;<2 years;2;2;2;3;4
1;0;casual;occasional;none;neither;25;Female;other;Lower;-2;v-close;>10 years;5;2;5;1;5
10;1;work;occasional;other;giving;65;Male;coWorker;None;-2;v-close;2-5 years;3;3;2;1;4
0;0;work;occasional;you;receiving;55;Female;supervisor;Higher;2;v-close;>10 years;5;5;5;5;6
-26;1;family;regular;none;neither;29;Male;child;None;2;far;>10 years;5;5;5;5;6
-26;1;family;occasional;you;neither;29;Male;child;None;2;far;>10 years;5;5;5;5;6
5;0;sport;regular;none;neither;60;Female;friend;None;2;far;>10 years;2;3;3;1;4
0;0;sport;occasional;other;neither;55;Female;supervisor;Higher;2;v-close;>10 years;5;5;5;5;1
10;1;casual;occasional;other;giving;65;Male;coWorker;None;-2;v-close;2-5 years;3;3;2;1;4
-28;0;casual;occasional;none;neither;27;Female;friend;None;2;far;5-10 years;5;5;5;3;3
-8;1;work;occasional;other;giving;28;Male;friend;None;2;v-close;<2 years;5;5;4;5;4
-10;1;work;regular;none;neither;26;Male;supervisor;Higher;1;v-close;<2 years;2;4;3;3;6
2;1;family;regular;none;neither;38;Male;sibling;None;2;v-far;>10 years;4;4;5;5;6
2;1;family;occasional;other;neither;38;Male;sibling;None;2;v-far;>10 years;4;4;5;5;5
-8;1;sport;occasional;other;neither;28;Male;friend;None;2;v-close;<2 years;5;5;4;5;5
-6;1;casual;regular;none;neither;30;Male;friend;None;-1;v-close;<2 years;4;4;3;5;5
-8;1;casual;occasional;you;receiving;28;Male;friend;None;2;v-close;<2 years;5;5;4;5;4
-10;1;casual;occasional;other;giving;26;Male;supervisor;Higher;1;v-close;<2 years;2;4;3;3;5
-5;1;work;occasional;you;receiving;40;Male;supervisor;Higher;1;v-close;5-10 years;3;3;3;2;4
20;1;family;regular;none;neither;65;Male;extendedFamily;None;1;v-close;>10 years;4;4;4;1;5
20;1;family;occasional;you;neither;65;Male;extendedFamily;None;1;v-close;>10 years;4;4;4;1;5
20;1;family;occasional;other;neither;65;Male;extendedFamily;None;1;v-close;>10 years;4;4;4;1;2
-1;1;sport;occasional;other;neither;44;Male;friend;None;-1;v-close;5-10 years;2;2;2;1;3
-1;1;casual;regular;none;neither;44;Male;friend;None;-1;v-close;5-10 years;2;2;2;1;3
-5;1;casual;occasional;you;receiving;40;Male;supervisor;Higher;1;v-close;5-10 years;3;3;3;2;4
-4;1;casual;occasional;other;giving;41;Male;neighbour;None;1;v-close;<2 years;2;2;2;1;4
15;1;work;occasional;you;receiving;50;Male;supervisor;Higher;1;v-close;2-5 years;3;3;2;3;1
15;1;work;regular;none;neither;50;Male;supervisor;Higher;1;v-close;2-5 years;3;3;2;3;6
-10;0;family;occasional;you;neither;25;Female;sibling;None;1;close;>10 years;4;4;4;1;6
-10;0;family;occasional;other;neither;25;Female;sibling;None;1;close;>10 years;4;4;4;1;6
-5;1;sport;regular;none;neither;30;Male;friend;None;1;close;5-10 years;4;4;4;1;4
-5;1;casual;regular;none;neither;30;Male;coWorker;None;-1;v-close;<2 years;2;1;1;1;6
5;1;casual;occasional;you;receiving;40;Male;extendedFamily;None;0;v-far;2-5 years;2;1;;1;5
-5;1;casual;occasional;none;neither;30;Male;friend;None;1;close;5-10 years;4;4;4;1;4
1;1;work;occasional;other;giving;48;Male;friend;None;1;v-close;5-10 years;4;3;3;1;3
6;1;work;occasional;you;receiving;53;Male;supervisor;Higher;1;v-close;<2 years;1;3;;4;4
23;0;family;regular;none;neither;70;Female;parent;Higher;-2;v-close;>10 years;4;1;1;1;1
23;0;family;occasional;other;neither;70;Female;parent;Higher;-2;v-close;>10 years;4;1;1;1;6
1;1;sport;regular;none;neither;48;Male;friend;None;1;v-close;5-10 years;4;3;3;1;2
1;1;casual;regular;none;neither;48;Male;friend;None;1;v-close;5-10 years;4;3;3;1;4
1;1;casual;occasional;other;giving;48;Male;friend;None;1;v-close;5-10 years;4;3;3;1;4
-17;0;casual;occasional;none;neither;30;Female;neighbour;None;0;v-close;<2 years;2;2;;4;5
7;1;work;occasional;other;giving;35;Male;supervisor;Higher;-2;v-far;5-10 years;2;1;2;5;3
17;1;work;regular;none;neither;45;Male;supervisor;Higher;1;v-close;<2 years;2;4;3;5;5
32;1;family;regular;none;neither;60;Male;parent;Higher;1;v-far;>10 years;5;3;4;1;6
32;1;family;occasional;other;neither;60;Male;parent;Higher;1;v-far;>10 years;5;3;4;1;6
2;1;sport;regular;none;neither;30;Male;friend;None;2;v-far;2-5 years;5;4;5;1;6
-5;0;sport;occasional;other;neither;23;Female;coWorker;None;2;v-close;<2 years;2;4;3;2;4
-5;0;casual;occasional;you;receiving;23;Female;coWorker;None;2;v-close;<2 years;2;4;3;2;6
2;1;casual;occasional;other;giving;30;Male;friend;None;2;v-far;2-5 years;5;4;5;1;6
-10;0;work;occasional;other;giving;32;Male;neighbour;None;1;v-close;<2 years;2;3;3;1;1
16;1;work;regular;none;neither;58;Female;supervisor;Higher;1;v-close;5-10 years;4;5;2;5;4
-4;0;family;occasional;you;neither;38;Male;partner;None;1;v-close;>10 years;5;5;2;5;6
-4;0;family;occasional;other;neither;38;Male;partner;None;1;v-close;>10 years;5;5;2;5;6
16;1;sport;regular;none;neither;58;Female;supervisor;Higher;1;v-close;5-10 years;4;5;2;5;6
16;1;casual;occasional;you;receiving;58;Female;supervisor;Higher;1;v-close;5-10 years;4;5;2;5;6
-10;0;casual;occasional;other;giving;32;Male;neighbour;None;1;v-close;<2 years;2;3;3;1;5
0;1;casual;occasional;none;neither;42;Female;friend;None;2;v-close;>10 years;5;5;5;1;5
-4;1;work;occasional;other;giving;28;Female;coWorker;Lower;-1;v-close;<2 years;2;1;1;2;4
28;1;work;occasional;you;receiving;60;Female;supervisor;Higher;0;v-close;2-5 years;2;2;2;3;4
-4;1;work;regular;none;neither;28;Female;coWorker;Lower;-1;v-close;<2 years;2;1;1;2;6
-2;0;family;occasional;other;neither;30;Male;sibling;None;1;v-close;>10 years;5;3;3;2;5
0;1;sport;regular;none;neither;32;Female;friend;None;1;v-close;>10 years;3;3;3;2;6
6;1;casual;regular;none;neither;38;Female;supervisor;Higher;0;v-close;<2 years;1;2;2;2;5
-4;1;casual;occasional;you;receiving;28;Female;coWorker;Lower;-1;v-close;<2 years;2;1;1;2;6
28;1;casual;occasional;other;giving;60;Female;supervisor;Higher;0;v-close;2-5 years;2;2;2;3;5
-4;1;work;occasional;other;giving;34;Female;friend;None;1;v-far;<2 years;2;4;3;3;4
7;1;work;regular;none;neither;45;Female;supervisor;Higher;1;v-far;2-5 years;3;2;2;2;6
-14;1;family;regular;none;neither;24;Female;sibling;None;2;v-far;>10 years;5;3;2;1;2
29;1;family;occasional;you;neither;67;Female;parent;Higher;-2;v-far;>10 years;5;3;1;4;6
-4;1;sport;regular;none;neither;34;Female;friend;None;1;v-far;<2 years;2;4;3;3;3
-2;1;sport;occasional;other;neither;36;Female;friend;None;2;v-far;>10 years;5;3;5;1;4
-4;1;casual;occasional;you;receiving;34;Female;friend;None;1;v-far;<2 years;2;4;3;3;6
7;1;casual;occasional;other;giving;45;Female;supervisor;Higher;1;v-far;2-5 years;3;2;2;2;4
4;0;work;occasional;other;giving;35;Female;friend;None;1;v-far;2-5 years;3;2;3;1;5
29;1;work;occasional;you;receiving;60;Male;supervisor;Higher;1;v-close;<2 years;2;5;3;3;5
29;1;work;regular;none;neither;60;Male;supervisor;Higher;1;v-close;<2 years;2;5;3;3;3
1;0;family;regular;none;neither;32;Female;partner;None;-2;v-far;5-10 years;4;1;4;3;2
-6;1;sport;occasional;other;neither;25;Male;friend;None;0;v-close;2-5 years;2;2;2;1;6
29;1;casual;regular;none;neither;60;Male;supervisor;Higher;1;v-close;<2 years;2;5;3;3;5
4;0;casual;occasional;you;receiving;35;Female;friend;None;1;v-far;2-5 years;3;2;3;1;6
29;1;casual;occasional;none;neither;60;Male;supervisor;Higher;1;v-close;<2 years;2;5;3;3;5
5;1;work;occasional;you;receiving;57;Male;supervisor;Higher;0;v-close;2-5 years;2;3;3;2;2
-1;1;work;regular;none;neither;51;Male;coWorker;None;-1;v-close;2-5 years;2;2;2;2;5
-2;0;family;regular;none;neither;50;Female;partner;None;1;v-close;>10 years;4;4;3;4;6
-2;0;family;occasional;you;neither;50;Female;partner;None;1;v-close;>10 years;4;4;3;4;4
5;1;sport;regular;none;neither;57;Male;supervisor;Higher;0;v-close;2-5 years;2;3;3;2;5
5;1;sport;occasional;other;neither;57;Male;supervisor;Higher;0;v-close;2-5 years;2;3;3;2;5
-1;1;casual;occasional;you;receiving;51;Male;coWorker;None;-1;v-close;2-5 years;2;2;2;2;2
9;0;casual;occasional;none;neither;61;Female;neighbour;None;0;v-close;>10 years;2;2;2;2;5
26;1;work;occasional;other;giving;55;Female;supervisor;Higher;1;v-far;5-10 years;3;1;4;3;4
26;1;work;occasional;you;receiving;55;Female;supervisor;Higher;1;v-far;5-10 years;3;1;4;3;3
26;1;work;regular;none;neither;55;Female;supervisor;Higher;1;v-far;5-10 years;3;1;4;3;5
0;0;family;occasional;other;neither;29;Male;partner;None;2;v-close;5-10 years;5;5;4;2;4
-2;0;sport;regular;none;neither;27;Male;other;None;-1;close;2-5 years;3;2;2;4;5
26;1;casual;regular;none;neither;55;Female;supervisor;Higher;1;v-far;5-10 years;3;1;4;3;2
26;1;casual;occasional;you;receiving;55;Female;supervisor;Higher;1;v-far;5-10 years;3;1;4;3;5
-2;1;casual;occasional;other;giving;27;Female;friend;None;2;close;2-5 years;4;5;5;1;4
7;1;work;occasional;you;receiving;38;Female;supervisor;Higher;1;v-close;<2 years;1;2;;3;4
4;0;work;regular;none;neither;35;Male;coWorker;None;0;v-close;<2 years;2;3;;1;6
-1;0;family;regular;none;neither;30;Male;partner;None;0;v-close;5-10 years;5;5;3;1;6
-1;0;family;occasional;other;neither;30;Male;partner;None;0;v-close;5-10 years;5;5;3;1;4
1;1;sport;regular;none;neither;32;Female;friend;None;-1;close;>10 years;5;1;5;1;6
0;1;sport;occasional;other;neither;31;Female;friend;None;-1;close;>10 years;4;1;4;1;5
7;1;casual;occasional;you;receiving;38;Female;supervisor;Higher;1;v-close;<2 years;1;2;;3;6
0;1;casual;occasional;none;neither;31;Female;friend;None;-1;close;>10 years;4;1;4;1;6
0;1;work;occasional;other;giving;22;Male;friend;None;2;v-close;>10 years;5;5;5;5;4
23;1;family;regular;none;neither;45;Male;parent;Higher;2;v-close;>10 years;5;5;5;5;5
23;1;family;occasional;you;neither;45;Male;parent;Higher;2;v-close;>10 years;5;5;5;5;5
23;1;family;occasional;other;neither;45;Male;parent;Higher;2;v-close;>10 years;5;5;5;5;4
0;1;sport;regular;none;neither;22;Male;friend;None;-1;far;5-10 years;4;3;5;3;6
28;0;casual;regular;none;neither;50;Female;supervisor;Higher;2;v-close;<2 years;3;4;3;5;6
1;1;casual;occasional;you;receiving;23;Male;coWorker;None;1;far;<2 years;2;3;2;2;5
1;1;casual;occasional;other;giving;23;Male;coWorker;None;1;far;<2 years;2;3;2;2;6
4;0;work;occasional;other;giving;36;Male;extendedFamily;None;-1;v-far;>10 years;5;1;1;;5
8;0;work;occasional;you;receiving;40;Male;supervisor;Higher;2;v-close;5-10 years;5;4;3;2;2
8;0;work;regular;none;neither;40;Male;supervisor;Higher;2;v-close;5-10 years;5;4;3;2;6
0;1;family;occasional;other;neither;32;Female;extendedFamily;None;2;v-close;>10 years;5;4;4;1;4
8;0;sport;regular;none;neither;40;Male;supervisor;Higher;2;v-close;5-10 years;5;4;3;2;6
-3;0;casual;occasional;you;receiving;29;Male;coWorker;Lower;1;v-close;<2 years;2;2;2;4;6
-3;0;casual;occasional;other;giving;29;Male;coWorker;Lower;1;v-close;<2 years;2;2;2;4;5
8;0;casual;occasional;none;neither;40;Male;supervisor;Higher;2;v-close;5-10 years;5;4;3;2;6
35;1;work;occasional;you;receiving;60;Male;supervisor;Higher;2;v-close;2-5 years;4;3;2;5;4
35;1;work;regular;none;neither;60;Male;supervisor;Higher;2;v-close;2-5 years;4;3;2;5;6
15;0;family;regular;none;neither;40;Female;parent;None;2;v-close;>10 years;5;5;5;3;5
15;0;family;occasional;you;neither;40;Female;parent;None;2;v-close;>10 years;5;5;5;3;6
45;0;sport;regular;none;neither;70;Female;extendedFamily;None;-1;close;>10 years;2;1;1;1;6
5;1;sport;occasional;other;neither;30;Male;friend;None;1;v-close;2-5 years;3;3;2;1;1
45;0;casual;occasional;other;giving;70;Female;extendedFamily;None;-1;close;>10 years;2;1;1;1;4
5;1;casual;occasional;none;neither;30;Male;friend;None;1;v-close;2-5 years;3;3;2;1;4
-15;0;work;occasional;other;giving;28;Male;neighbour;None;-1;v-close;<2 years;1;2;;2;4
37;1;family;regular;none;neither;80;Female;parent;Higher;-1;v-close;>10 years;5;2;4;1;5
37;1;family;occasional;you;neither;80;Female;parent;Higher;-1;v-close;>10 years;5;2;4;1;4
37;1;family;occasional;other;neither;80;Female;parent;Higher;-1;v-close;>10 years;5;2;4;1;4
7;1;sport;occasional;other;neither;50;Female;supervisor;Higher;1;v-close;2-5 years;3;5;2;5;4
-15;0;casual;regular;none;neither;28;Male;neighbour;None;-1;v-close;<2 years;1;2;;2;4
7;1;casual;occasional;you;receiving;50;Female;supervisor;Higher;1;v-close;2-5 years;3;5;2;5;4
0;1;casual;occasional;other;giving;43;Female;coWorker;Higher;-1;v-close;2-5 years;2;2;;4;5
13;0;work;occasional;other;giving;45;Female;supervisor;Higher;-1;v-far;<2 years;1;1;1;5;3
13;0;work;regular;none;neither;45;Female;supervisor;Higher;-1;v-far;<2 years;1;1;1;5;5
27;0;family;regular;none;neither;59;Female;parent;Higher;2;v-far;>10 years;4;3;4;1;5
27;0;family;occasional;you;neither;59;Female;parent;Higher;2;v-far;>10 years;4;3;4;1;4
13;0;sport;regular;none;neither;45;Female;supervisor;Higher;-1;v-far;<2 years;1;1;1;5;1
7;1;sport;occasional;other;neither;39;Male;other;Higher;1;v-close;<2 years;2;3;3;5;3
13;0;casual;regular;none;neither;45;Female;supervisor;Higher;-1;v-far;<2 years;1;1;1;5;6
13;0;casual;occasional;none;neither;45;Female;supervisor;Higher;-1;v-far;<2 years;1;1;1;5;5
-5;1;work;occasional;other;giving;40;Female;coWorker;Higher;-2;v-close;5-10 years;3;2;4;2;4
15;0;work;occasional;you;receiving;60;Male;supervisor;Higher;1;v-close;<2 years;2;2;;5;1
-1;0;family;occasional;you;neither;44;Male;partner;Higher;2;v-close;>10 years;5;5;5;1;1
-1;0;family;occasional;other;neither;44;Male;partner;Higher;2;v-close;>10 years;5;5;5;1;6
-10;1;sport;regular;none;neither;35;Female;coWorker;None;0;v-close;<2 years;2;2;;1;6
-10;1;casual;occasional;you;receiving;35;Female;coWorker;None;0;v-close;<2 years;2;2;;1;1
-5;1;casual;occasional;other;giving;40;Female;coWorker;Higher;-2;v-close;5-10 years;3;2;4;2;6
-8;1;casual;occasional;none;neither;37;Female;friend;None;2;v-far;5-10 years;5;5;5;1;4
3;1;work;occasional;you;receiving;25;Male;supervisor;Higher;1;close;<2 years;2;2;;3;4
3;1;work;regular;none;neither;25;Male;supervisor;Higher;1;close;<2 years;2;2;;3;4
40;1;family;regular;none;neither;62;Male;parent;None;0;v-close;>10 years;3;2;1;2;5
40;1;family;occasional;you;neither;62;Male;parent;None;0;v-close;>10 years;3;2;1;2;5
3;1;sport;occasional;other;neither;25;Male;supervisor;Higher;1;close;<2 years;2;2;;3;5
3;1;casual;regular;none;neither;25;Male;supervisor;Higher;1;close;<2 years;2;2;;3;5
0;1;casual;occasional;you;receiving;22;Male;friend;None;0;close;<2 years;1;2;;2;5
3;1;casual;occasional;none;neither;25;Male;supervisor;Higher;1;close;<2 years;2;2;;3;5
7;1;work;occasional;other;giving;53;Male;coWorker;None;0;v-close;>10 years;2;2;1;1;5
-1;0;work;occasional;you;receiving;45;Female;supervisor;Higher;1;v-close;>10 years;3;3;3;2;6
7;1;work;regular;none;neither;53;Male;coWorker;None;0;v-close;>10 years;2;2;1;1;5
8;1;family;regular;none;neither;54;Male;sibling;None;1;v-close;>10 years;5;2;3;1;4
-1;0;sport;regular;none;neither;45;Female;supervisor;Higher;1;v-close;>10 years;3;3;3;2;6
-1;0;sport;occasional;other;neither;45;Female;supervisor;Higher;1;v-close;>10 years;3;3;3;2;5
-1;0;casual;regular;none;neither;45;Female;supervisor;Higher;1;v-close;>10 years;3;3;3;2;6
-1;0;casual;occasional;none;neither;45;Female;supervisor;Higher;1;v-close;>10 years;3;3;3;2;1
12;1;work;occasional;you;receiving;40;Female;supervisor;Higher;0;v-close;2-5 years;2;4;2;4;2
12;1;work;regular;none;neither;40;Female;supervisor;Higher;0;v-close;2-5 years;2;4;2;4;4
3;0;family;occasional;you;neither;31;Male;sibling;Lower;1;v-far;>10 years;4;2;5;2;6
3;0;family;occasional;other;neither;31;Male;sibling;Lower;1;v-far;>10 years;4;2;5;2;6
0;1;sport;regular;none;neither;28;Female;friend;None;2;close;>10 years;4;3;4;1;6
32;1;sport;occasional;other;neither;60;Female;extendedFamily;Lower;-1;v-far;5-10 years;4;2;2;2;2
32;1;casual;regular;none;neither;60;Female;extendedFamily;Lower;-1;v-far;5-10 years;4;2;2;2;3
2;0;casual;occasional;you;receiving;30;Male;neighbour;None;1;v-close;<2 years;2;3;3;2;4
12;1;work;occasional;you;receiving;36;Female;supervisor;Higher;1;v-close;2-5 years;3;3;;3;4
12;1;work;regular;none;neither;36;Female;supervisor;Higher;1;v-close;2-5 years;3;3;;3;6
28;0;family;occasional;you;neither;52;Male;parent;Higher;-1;v-far;>10 years;3;2;;2;6
28;0;family;occasional;other;neither;52;Male;parent;Higher;-1;v-far;>10 years;3;2;;2;5
-1;1;casual;regular;none;neither;23;Female;friend;None;2;v-far;>10 years;5;3;3;1;5
12;1;casual;occasional;you;receiving;36;Female;supervisor;Higher;1;v-close;2-5 years;3;3;;3;6
-1;1;casual;occasional;other;giving;23;Female;friend;None;2;v-far;>10 years;5;3;3;1;5
-3;1;casual;occasional;none;neither;21;Female;other;None;1;v-close;2-5 years;2;3;;1;6
16;0;work;occasional;you;receiving;45;Male;supervisor;Higher;1;v-close;<2 years;2;2;2;4;5
36;1;work;regular;none;neither;65;Female;coWorker;Lower;-1;v-close;<2 years;4;5;2;2;5
1;0;family;occasional;you;neither;30;Male;partner;None;2;v-close;5-10 years;4;5;4;1;5
1;0;family;occasional;other;neither;30;Male;partner;None;2;v-close;5-10 years;4;5;4;1;5
0;1;sport;regular;none;neither;29;Female;friend;None;2;v-close;>10 years;5;4;4;1;6
16;0;sport;occasional;other;neither;45;Male;supervisor;Higher;1;v-close;<2 years;2;2;2;4;4
36;1;casual;occasional;you;receiving;65;Female;coWorker;Lower;-1;v-close;<2 years;4;5;2;2;5
36;1;casual;occasional;other;giving;65;Female;coWorker;Lower;-1;v-close;<2 years;4;5;2;2;4
4;1;work;occasional;you;receiving;39;Male;supervisor;Higher;1;close;2-5 years;3;3;3;2;5
4;1;work;regular;none;neither;39;Male;supervisor;Higher;1;close;2-5 years;3;3;3;2;5
-5;0;family;regular;none;neither;30;Female;partner;None;2;v-close;2-5 years;4;4;4;1;5
-5;0;family;occasional;you;neither;30;Female;partner;None;2;v-close;2-5 years;4;4;4;1;5
1;1;sport;regular;none;neither;36;Male;friend;None;2;close;5-10 years;5;5;5;1;6
-3;0;sport;occasional;other;neither;32;Female;extendedFamily;Lower;0;v-far;>10 years;2;2;2;3;5
-3;0;casual;regular;none;neither;32;Female;extendedFamily;Lower;0;v-far;>10 years;2;2;2;3;4
1;1;casual;occasional;none;neither;36;Male;friend;None;2;close;5-10 years;5;5;5;1;5
-4;0;work;occasional;other;giving;39;Female;supervisor;Higher;1;v-close;<2 years;3;3;;4;4
-8;0;work;regular;none;neither;35;Female;coWorker;None;-2;v-close;2-5 years;3;2;2;4;6
29;1;family;occasional;you;neither;72;Male;parent;None;2;v-close;>10 years;5;5;4;3;5
29;1;family;occasional;other;neither;72;Male;parent;None;2;v-close;>10 years;5;5;4;3;5
-3;1;casual;regular;none;neither;40;Male;coWorker;None;0;v-close;2-5 years;2;2;;2;6
-8;0;casual;occasional;you;receiving;35;Female;coWorker;None;-2;v-close;2-5 years;3;2;2;4;6
-4;0;casual;occasional;other;giving;39;Female;supervisor;Higher;1;v-close;<2 years;3;3;;4;1
-4;0;casual;occasional;none;neither;39;Female;supervisor;Higher;1;v-close;<2 years;3;3;;4;4
3;1;work;occasional;other;giving;37;Female;friend;None;2;v-close;5-10 years;4;4;4;1;6
21;0;work;regular;none;neither;55;Male;supervisor;Higher;1;v-close;5-10 years;3;5;2;5;4
30;0;family;regular;none;neither;64;Male;extendedFamily;None;1;far;>10 years;4;3;2;5;5
30;0;family;occasional;other;neither;64;Male;extendedFamily;None;1;far;>10 years;4;3;2;5;6
3;1;sport;regular;none;neither;37;Female;friend;None;2;v-close;5-10 years;4;4;4;1;5
21;0;sport;occasional;other;neither;55;Male;supervisor;Higher;1;v-close;5-10 years;3;5;2;5;6
13;1;casual;regular;none;neither;47;Female;coWorker;Lower;-1;v-close;<2 years;2;2;;5;4
13;1;casual;occasional;other;giving;47;Female;coWorker;Lower;-1;v-close;<2 years;2;2;;5;6
-2;1;work;occasional;other;giving;35;Female;friend;None;1;v-close;<2 years;2;3;3;1;2
13;1;work;occasional;you;receiving;50;Female;supervisor;Higher;-2;close;<2 years;2;1;2;3;1
-2;0;family;regular;none;neither;35;Male;sibling;None;1;v-far;>10 years;5;3;3;1;6
-2;0;family;occasional;you;neither;35;Male;sibling;None;1;v-far;>10 years;5;3;3;1;6
